G_ID,day,val,provisional,estimate,warning
1038,2009-06-02 00:00:00,306.64,0,False,False
1038,2010-02-08 00:00:00,307.50,0,False,False
1038,2011-11-27 00:00:00,307.35,0,False,False
1038,2010-08-16 00:00:00,304.25,0,False,False
1038,2012-02-12 00:00:00,307.55,0,False,False
1038,2010-09-20 00:00:00,304.26,0,False,False
1038,2011-08-29 00:00:00,304.26,0,False,False
1038,2008-11-04 00:00:00,304.30,0,False,False
1038,2011-04-26 00:00:00,307.52,0,False,False
1038,2010-06-15 00:00:00,307.44,0,False,False
1038,2010-03-08 00:00:00,307.49,0,False,False
1038,2010-04-13 00:00:00,307.51,0,False,False
1038,2009-04-05 00:00:00,307.56,0,False,False
1038,2011-01-17 00:00:00,309.26,0,False,False
1038,2009-11-17 00:00:00,306.14,0,False,False
1038,2009-08-17 00:00:00,304.25,0,False,False
1038,2008-12-07 00:00:00,304.33,0,False,False
1038,2011-07-19 00:00:00,307.43,0,False,False
1038,2008-07-22 00:00:00,304.82,0,False,False
1038,2010-01-12 00:00:00,308.53,0,False,False
1038,2009-12-14 00:00:00,304.26,0,False,False
1038,2012-05-01 00:00:00,307.52,0,False,False
1038,2012-03-05 00:00:00,307.52,0,False,False
1038,2011-02-13 00:00:00,307.53,0,False,False
1038,2012-01-02 00:00:00,307.63,0,False,False
1038,2008-06-24 00:00:00,304.30,0,False,False
1038,2011-10-24 00:00:00,304.27,0,False,False
1038,2010-05-23 00:00:00,307.44,0,False,False
1038,2009-03-01 00:00:00,304.31,0,False,False
1038,2012-04-01 00:00:00,307.87,0,False,False
1038,2011-05-23 00:00:00,307.43,0,False,False
1038,2011-09-27 00:00:00,304.26,0,False,False
1038,2011-03-27 00:00:00,307.61,0,False,False
1038,2009-09-16 00:00:00,304.25,0,False,False
1038,2009-05-03 00:00:00,307.49,0,False,False
1038,2010-10-17 00:00:00,304.26,0,False,False
1038,2009-10-14 00:00:00,304.25,0,False,False
1038,2009-01-20 00:00:00,307.57,0,False,False
1038,2008-05-26 00:00:00,304.30,0,False,False
1038,2009-07-14 00:00:00,304.25,0,False,False
1038,2010-11-15 00:00:00,304.26,0,False,False
1038,2010-07-19 00:00:00,307.31,0,False,False
1038,2010-12-20 00:00:00,307.67,0,False,False
1038,2008-09-30 00:00:00,304.32,0,False,False
