G_ID,day,val,provisional,estimate,warning
1010,2009-07-27 00:00:00,212.72,0,False,False
1010,2008-07-30 00:00:00,212.76,0,False,False
1010,2009-03-25 00:00:00,212.74,0,False,False
1010,2010-12-20 00:00:00,212.95,0,False,False
1010,2008-11-16 00:00:00,212.72,0,False,False
1010,2010-04-25 00:00:00,212.96,0,False,False
1010,2008-03-19 00:00:00,213.00,0,False,False
1010,2008-12-07 00:00:00,212.76,0,False,False
1010,2010-03-23 00:00:00,212.97,0,False,False
1010,2011-01-17 00:00:00,212.96,0,False,False
1010,2009-11-29 00:00:00,212.98,0,False,False
1010,2010-01-25 00:00:00,212.96,0,False,False
1010,2007-11-07 00:00:00,212.76,0,False,False
1010,2009-06-28 00:00:00,213.00,0,False,False
1010,2008-10-07 00:00:00,212.74,0,False,False
1010,2009-05-27 00:00:00,212.74,0,False,False
1010,2010-02-22 00:00:00,212.96,0,False,False
1010,2009-08-23 00:00:00,212.71,0,False,False
1010,2010-06-15 00:00:00,212.98,0,False,False
1010,2010-10-17 00:00:00,212.98,0,False,False
1010,2009-04-29 00:00:00,212.74,0,False,False
1010,2009-09-23 00:00:00,212.94,0,False,False
1010,2010-11-15 00:00:00,212.98,0,False,False
1010,2009-12-27 00:00:00,212.99,0,False,False
1010,2010-05-25 00:00:00,212.96,0,False,False
1010,2007-06-14 00:00:00,212.76,0,False,False
1010,2010-08-16 00:00:00,212.98,0,False,False
1010,2009-02-24 00:00:00,212.73,0,False,False
1010,2007-04-10 00:00:00,212.76,0,False,False
1010,2007-12-29 00:00:00,212.76,0,False,False
1010,2009-10-27 00:00:00,212.96,0,False,False
1010,2010-09-20 00:00:00,212.98,0,False,False
1010,2009-01-19 00:00:00,212.74,0,False,False
1010,2008-01-29 00:00:00,212.76,0,False,False
1010,2007-09-19 00:00:00,212.76,0,False,False
1010,2010-07-19 00:00:00,212.98,0,False,False
