G_ID,day,val
1020,2017-01-26 00:00:00,183.67
1020,2017-02-11 00:00:00,184.72
1020,2016-12-02 00:00:00,182.17
1020,2017-01-27 00:00:00,183.64
1020,2016-10-16 00:00:00,177.50
1020,2016-12-09 00:00:00,182.47
1020,2016-12-13 00:00:00,182.84
1020,2017-01-20 00:00:00,183.64
1020,2016-12-04 00:00:00,182.31
1020,2016-12-11 00:00:00,182.63
1020,2017-02-17 00:00:00,185.16
1020,2016-11-13 00:00:00,179.89
1020,2017-02-16 00:00:00,185.06
1020,2016-10-20 00:00:00,177.73
1020,2016-12-07 00:00:00,182.36
1020,2017-02-15 00:00:00,184.99
1020,2017-01-17 00:00:00,183.24
1020,2017-02-07 00:00:00,183.47
1020,2016-12-03 00:00:00,182.23
1020,2016-11-12 00:00:00,179.84
1020,2017-01-05 00:00:00,183.60
1020,2017-01-03 00:00:00,183.62
1020,2017-02-13 00:00:00,184.87
1020,2016-10-04 00:00:00,177.07
1020,2016-11-19 00:00:00,180.52
1020,2017-01-29 00:00:00,183.57
1020,2016-11-21 00:00:00,180.68
1020,2017-02-27 00:00:00,185.31
1020,2016-11-28 00:00:00,181.75
1020,2016-12-12 00:00:00,182.73
1020,2017-02-03 00:00:00,183.40
1020,2016-11-01 00:00:00,178.74
1020,2016-12-16 00:00:00,183.06
1020,2016-10-14 00:00:00,177.10
1020,2016-12-10 00:00:00,182.54
1020,2017-01-22 00:00:00,183.71
1020,2016-12-26 00:00:00,183.53
1020,2017-02-19 00:00:00,185.27
1020,2017-01-07 00:00:00,183.54
1020,2016-12-21 00:00:00,183.27
1020,2017-01-19 00:00:00,183.54
1020,2017-02-04 00:00:00,183.38
1020,2016-10-13 00:00:00,176.91
1020,2016-12-24 00:00:00,183.42
1020,2016-10-08 00:00:00,176.95
1020,2017-02-08 00:00:00,183.61
1020,2016-11-04 00:00:00,179.03
1020,2017-01-18 00:00:00,183.46
1020,2017-02-23 00:00:00,185.35
1020,2016-10-09 00:00:00,176.97
1020,2017-01-13 00:00:00,183.28
1020,2016-12-20 00:00:00,183.22
1020,2016-10-27 00:00:00,178.39
1020,2016-11-15 00:00:00,180.11
1020,2016-12-05 00:00:00,182.35
1020,2016-11-27 00:00:00,181.53
1020,2016-12-01 00:00:00,182.12
1020,2016-12-08 00:00:00,182.42
1020,2017-02-05 00:00:00,183.51
1020,2016-10-21 00:00:00,177.86
1020,2016-10-23 00:00:00,178.07
1020,2017-01-12 00:00:00,183.32
1020,2016-12-17 00:00:00,183.08
1020,2016-11-17 00:00:00,180.31
1020,2016-12-23 00:00:00,183.38
1020,2017-01-24 00:00:00,183.71
1020,2017-01-11 00:00:00,183.38
1020,2017-01-15 00:00:00,183.22
1020,2016-12-18 00:00:00,183.11
1020,2017-01-21 00:00:00,183.67
1020,2016-11-16 00:00:00,180.22
1020,2017-02-28 00:00:00,185.21
1020,2016-11-18 00:00:00,180.40
1020,2017-02-25 00:00:00,185.34
1020,2016-11-11 00:00:00,179.79
1020,2016-12-25 00:00:00,183.47
1020,2016-10-26 00:00:00,178.30
1020,2017-01-06 00:00:00,183.57
1020,2016-10-03 00:00:00,177.09
1020,2017-02-06 00:00:00,183.45
1020,2016-10-22 00:00:00,177.97
1020,2017-01-14 00:00:00,183.26
1020,2017-02-12 00:00:00,184.82
1020,2016-10-15 00:00:00,177.38
1020,2016-10-12 00:00:00,176.88
1020,2017-01-02 00:00:00,183.64
1020,2017-02-02 00:00:00,183.42
1020,2016-11-09 00:00:00,179.59
1020,2017-02-18 00:00:00,185.23
1020,2016-10-31 00:00:00,178.63
1020,2017-02-22 00:00:00,185.34
1020,2017-02-14 00:00:00,184.90
1020,2016-10-07 00:00:00,176.97
1020,2016-11-02 00:00:00,178.84
1020,2016-10-18 00:00:00,177.62
1020,2016-11-25 00:00:00,181.13
1020,2016-12-28 00:00:00,183.62
1020,2016-12-31 00:00:00,183.69
1020,2017-02-20 00:00:00,185.30
1020,2016-11-26 00:00:00,181.30
1020,2017-01-16 00:00:00,183.21
1020,2017-02-21 00:00:00,185.31
1020,2017-01-04 00:00:00,183.62
1020,2016-11-24 00:00:00,180.93
1020,2016-10-11 00:00:00,176.92
1020,2017-01-30 00:00:00,183.54
1020,2016-11-30 00:00:00,182.06
1020,2016-11-06 00:00:00,179.28
1020,2016-11-05 00:00:00,179.14
1020,2016-10-25 00:00:00,178.23
1020,2016-12-30 00:00:00,183.65
1020,2017-02-01 00:00:00,183.44
1020,2016-10-17 00:00:00,177.57
1020,2016-12-29 00:00:00,183.65
1020,2016-11-10 00:00:00,179.70
1020,2016-10-24 00:00:00,178.16
1020,2016-11-08 00:00:00,179.49
1020,2016-11-14 00:00:00,179.97
1020,2016-10-30 00:00:00,178.58
1020,2017-01-25 00:00:00,183.70
1020,2016-10-28 00:00:00,178.47
1020,2017-01-08 00:00:00,183.55
1020,2016-12-14 00:00:00,182.95
1020,2017-01-10 00:00:00,183.47
1020,2016-12-19 00:00:00,183.15
1020,2016-12-22 00:00:00,183.31
1020,2016-12-27 00:00:00,183.57
1020,2016-12-15 00:00:00,183.03
1020,2017-02-10 00:00:00,184.52
1020,2017-01-23 00:00:00,183.71
1020,2016-10-29 00:00:00,178.51
1020,2016-11-07 00:00:00,179.41
1020,2017-01-31 00:00:00,183.47
1020,2017-01-01 00:00:00,183.70
1020,2016-12-06 00:00:00,182.36
1020,2017-01-09 00:00:00,183.49
1020,2016-10-06 00:00:00,176.99
1020,2016-10-10 00:00:00,176.96
1020,2017-02-26 00:00:00,185.33
1020,2017-02-24 00:00:00,185.34
1020,2016-10-19 00:00:00,177.65
1020,2016-11-03 00:00:00,178.93
1020,2017-02-09 00:00:00,184.06
1020,2017-01-28 00:00:00,183.61
1020,2016-10-05 00:00:00,177.03
1020,2016-11-29 00:00:00,181.93
1020,2016-11-23 00:00:00,180.80
1020,2016-11-22 00:00:00,180.74
1020,2016-11-20 00:00:00,180.62
