G_ID,day,val,provisional,estimate,warning
1001,2012-02-12 00:00:00,181.11,0,False,False
1001,2009-08-18 00:00:00,181.10,0,False,False
1001,2016-02-29 00:00:00,181.99,0,False,False
1001,2014-01-05 00:00:00,181.33,0,False,False
1001,2013-01-08 00:00:00,181.48,0,False,False
1001,2014-02-03 00:00:00,181.28,0,False,False
1001,2015-04-05 00:00:00,181.35,0,False,False
1001,2010-03-08 00:00:00,181.15,0,False,False
1001,2011-03-27 00:00:00,181.39,0,False,False
1001,2017-03-06 00:00:00,181.94,0,False,False
1001,2009-02-25 00:00:00,181.10,0,False,False
1001,2015-03-01 00:00:00,181.31,0,False,False
1001,2015-10-04 00:00:00,181.31,0,False,False
1001,2011-07-12 00:00:00,181.20,0,False,False
1001,2009-11-17 00:00:00,181.57,0,False,False
1001,2009-04-06 00:00:00,181.22,0,False,False
1001,2012-09-04 00:00:00,181.22,0,False,False
1001,2009-12-14 00:00:00,181.18,0,False,False
1001,2011-08-22 00:00:00,181.18,0,False,False
1001,2016-05-01 00:00:00,181.27,0,False,False
1001,2016-04-05 00:00:00,182.34,0,False,False
1001,2009-10-19 00:00:00,181.12,0,False,False
1001,2012-04-01 00:00:00,181.57,0,False,False
1001,2010-01-12 00:00:00,181.58,0,False,False
1001,2014-03-31 00:00:00,181.42,0,False,False
1001,2013-03-05 00:00:00,181.20,0,False,False
1001,2011-02-14 00:00:00,181.59,0,False,False
1001,2013-02-05 00:00:00,181.22,0,False,False
1001,2014-06-30 00:00:00,181.31,0,False,False
1001,2016-11-07 00:00:00,181.53,0,False,False
1001,2013-12-02 00:00:00,181.35,0,False,False
1001,2017-08-01 00:00:00,181.38,0,False,False
1001,2015-08-02 00:00:00,181.27,0,False,False
1001,2013-09-30 00:00:00,181.20,0,False,False
1001,2016-06-05 00:00:00,181.27,0,False,False
1001,2010-08-15 00:00:00,181.20,0,False,False
1001,2014-03-02 00:00:00,181.70,0,False,False
1001,2014-04-30 00:00:00,181.35,0,False,False
1001,2009-09-20 00:00:00,181.10,0,False,False
1001,2012-01-02 00:00:00,181.14,0,False,False
1001,2013-09-03 00:00:00,181.21,0,False,False
1001,2016-01-31 00:00:00,181.67,0,False,False
1001,2009-01-21 00:00:00,181.11,0,False,False
1001,2011-09-21 00:00:00,181.09,0,False,False
1001,2009-05-04 00:00:00,181.53,0,False,False
1001,2016-10-02 00:00:00,181.27,0,False,False
1001,2010-11-14 00:00:00,181.20,0,False,False
1001,2010-06-14 00:00:00,181.18,0,False,False
1001,2011-05-23 00:00:00,181.19,0,False,False
1001,2015-06-29 00:00:00,181.29,0,False,False
1001,2009-06-07 00:00:00,181.10,0,False,False
1001,2012-10-01 00:00:00,181.19,0,False,False
1001,2016-07-04 00:00:00,181.26,0,False,False
1001,2013-11-03 00:00:00,181.20,0,False,False
1001,2016-01-05 00:00:00,181.30,0,False,False
1001,2013-04-03 00:00:00,181.18,0,False,False
1001,2015-05-31 00:00:00,181.29,0,False,False
1001,2012-12-09 00:00:00,181.33,0,False,False
1001,2017-05-26 00:00:00,181.67,0,False,False
1001,2015-01-05 00:00:00,181.68,0,False,False
1001,2012-03-05 00:00:00,181.15,0,False,False
1001,2011-04-19 00:00:00,181.20,0,False,False
1001,2017-01-03 00:00:00,181.18,0,False,False
1001,2008-12-09 00:00:00,181.26,0,False,False
1001,2017-07-03 00:00:00,181.55,0,False,False
1001,2012-07-01 00:00:00,181.20,0,False,False
1001,2010-05-18 00:00:00,181.20,0,False,False
1001,2012-08-05 00:00:00,181.20,0,False,False
1001,2014-08-10 00:00:00,181.34,0,False,False
1001,2011-11-27 00:00:00,181.52,0,False,False
1001,2010-09-19 00:00:00,181.42,0,False,False
1001,2017-03-31 00:00:00,182.76,0,False,False
1001,2014-11-30 00:00:00,181.47,0,False,False
1001,2011-01-17 00:00:00,181.56,0,False,False
1001,2011-10-24 00:00:00,181.09,0,False,False
1001,2010-07-18 00:00:00,181.16,0,False,False
1001,2015-08-31 00:00:00,181.38,0,False,False
1001,2012-11-13 00:00:00,181.22,0,False,False
1001,2010-12-19 00:00:00,181.48,0,False,False
1001,2014-09-01 00:00:00,181.35,0,False,False
1001,2009-07-22 00:00:00,181.10,0,False,False
1001,2012-05-01 00:00:00,181.20,0,False,False
1001,2016-11-30 00:00:00,181.69,0,False,False
1001,2014-11-02 00:00:00,181.32,0,False,False
1001,2017-05-01 00:00:00,182.40,0,False,False
1001,2010-04-13 00:00:00,181.17,0,False,False
1001,2013-06-09 00:00:00,181.21,0,False,False
1001,2017-01-31 00:00:00,181.30,0,False,False
1001,2017-08-31 00:00:00,181.53,0,False,False
1001,2014-06-01 00:00:00,181.33,0,False,False
1001,2015-02-02 00:00:00,181.31,0,False,False
1001,2010-02-08 00:00:00,181.20,0,False,False
1001,2010-10-13 00:00:00,181.19,0,False,False
1001,2014-10-06 00:00:00,181.34,0,False,False
1001,2015-11-30 00:00:00,181.22,0,False,False
1001,2016-09-06 00:00:00,181.26,0,False,False
1001,2015-11-01 00:00:00,181.74,0,False,False
