G_ID,day,val
1018,2007-07-12 00:00:00,172.46
1018,2010-11-26 00:00:00,172.91
1018,2016-11-24 00:00:00,174.21
1018,2006-10-19 00:00:00,170.45
1018,2007-12-28 00:00:00,174.39
1018,2011-05-25 00:00:00,174.84
1018,2011-11-08 00:00:00,171.14
1018,2011-11-23 00:00:00,173.03
1018,2011-12-05 00:00:00,173.29
1018,2014-03-22 00:00:00,175.15
1018,2016-06-14 00:00:00,173.23
1018,2011-06-22 00:00:00,173.75
1018,2011-09-28 00:00:00,171.44
1018,2013-01-09 00:00:00,175.33
1018,2014-10-13 00:00:00,170.92
1018,2015-01-04 00:00:00,173.87
1018,2016-04-29 00:00:00,174.79
1018,2016-07-27 00:00:00,172.14
1018,2013-01-30 00:00:00,174.32
1018,2012-04-05 00:00:00,175.73
1018,2013-05-23 00:00:00,173.25
1018,2015-04-25 00:00:00,173.65
1018,2016-01-28 00:00:00,176.33
1018,2008-09-19 00:00:00,169.60
1018,2014-02-09 00:00:00,172.72
1018,2014-11-26 00:00:00,172.49
1018,2009-02-06 00:00:00,173.25
1018,2010-08-23 00:00:00,171.33
1018,2012-07-05 00:00:00,173.08
1018,2015-08-18 00:00:00,170.55
1018,2009-05-26 00:00:00,172.65
1018,2010-10-07 00:00:00,171.22
1018,2010-11-02 00:00:00,172.74
1018,2011-05-04 00:00:00,175.13
1018,2012-03-20 00:00:00,175.64
1018,2016-07-09 00:00:00,172.64
1018,2017-01-09 00:00:00,174.38
1018,2013-04-29 00:00:00,174.04
1018,2015-09-17 00:00:00,170.25
1018,2016-11-27 00:00:00,174.76
1018,2008-09-10 00:00:00,169.80
1018,2011-03-20 00:00:00,176.06
1018,2014-12-18 00:00:00,173.31
1018,2010-12-15 00:00:00,175.11
1018,2011-08-15 00:00:00,172.31
1018,2008-12-07 00:00:00,171.20
1018,2009-09-22 00:00:00,170.40
1018,2011-04-17 00:00:00,175.73
1018,2012-01-31 00:00:00,175.34
1018,2007-08-16 00:00:00,171.80
1018,2009-09-30 00:00:00,170.20
1018,2012-03-19 00:00:00,175.72
1018,2015-01-18 00:00:00,174.66
1018,2016-04-02 00:00:00,176.09
1018,2010-09-12 00:00:00,171.07
1018,2010-12-17 00:00:00,175.09
1018,2011-05-12 00:00:00,175.01
1018,2007-04-07 00:00:00,175.45
1018,2010-11-23 00:00:00,172.76
1018,2015-07-26 00:00:00,171.03
1018,2015-09-25 00:00:00,170.15
1018,2017-02-10 00:00:00,175.96
