G_ID,day,val
1013,2008-03-14 00:00:00,194.76
1013,2008-04-14 00:00:00,193.96
1013,2014-06-30 00:00:00,191.70
1013,2007-09-14 00:00:00,189.56
1013,2010-11-15 00:00:00,192.85
1013,2017-01-31 00:00:00,194.29
1013,2015-01-05 00:00:00,195.35
1013,2016-03-01 00:00:00,198.13
1013,2014-09-01 00:00:00,189.50
1013,2014-11-02 00:00:00,191.17
1013,2009-03-14 00:00:00,192.36
1013,2016-11-08 00:00:00,193.21
1013,2006-03-02 00:00:00,197.16
1013,2009-09-23 00:00:00,189.66
1013,2012-02-12 00:00:00,195.03
1013,2009-08-14 00:00:00,190.46
1013,2016-01-31 00:00:00,198.35
1013,2009-02-14 00:00:00,193.26
1013,2009-12-27 00:00:00,193.74
1013,2008-07-14 00:00:00,192.06
1013,2015-03-01 00:00:00,194.54
1013,2015-12-20 00:00:00,198.61
1013,2015-02-02 00:00:00,194.37
1013,2012-02-13 00:00:00,194.98
1013,2012-04-01 00:00:00,196.51
1013,2007-03-25 00:00:00,196.36
1013,2010-10-17 00:00:00,190.63
1013,2006-12-07 00:00:00,195.94
1013,2006-02-16 00:00:00,198.26
1013,2014-03-12 00:00:00,196.98
1013,2006-04-12 00:00:00,194.01
1013,2012-08-07 00:00:00,190.55
1013,2011-11-27 00:00:00,193.41
1013,2009-07-14 00:00:00,191.46
1013,2007-10-14 00:00:00,189.66
1013,2015-11-30 00:00:00,195.27
1013,2006-03-16 00:00:00,196.05
1013,2007-11-14 00:00:00,190.46
1013,2006-07-04 00:00:00,190.77
1013,2006-11-12 00:00:00,195.78
1013,2006-02-13 00:00:00,198.50
1013,2007-01-08 00:00:00,198.96
1013,2006-02-02 00:00:00,198.88
1013,2010-05-25 00:00:00,192.33
1013,2010-09-20 00:00:00,191.29
1013,2009-11-29 00:00:00,194.32
1013,2006-03-09 00:00:00,196.66
1013,2012-05-01 00:00:00,195.05
1013,2015-06-29 00:00:00,189.84
1013,2012-09-04 00:00:00,189.24
1013,2006-09-20 00:00:00,190.41
1013,2006-08-03 00:00:00,190.16
1013,2010-04-25 00:00:00,193.72
1013,2016-09-06 00:00:00,188.72
1013,2011-07-12 00:00:00,191.51
1013,2013-09-30 00:00:00,193.97
1013,2011-09-20 00:00:00,189.22
1013,2006-02-22 00:00:00,197.71
1013,2013-03-05 00:00:00,194.12
1013,2016-01-05 00:00:00,197.78
