G_ID,day,val,provisional,estimate,warning
1042,2009-09-16 00:00:00,308.40,0,False,False
1042,2009-04-05 00:00:00,308.47,0,False,False
1042,2008-09-30 00:00:00,308.42,0,False,False
1042,2010-02-08 00:00:00,309.12,0,False,False
1042,2008-11-04 00:00:00,308.41,0,False,False
1042,2009-07-14 00:00:00,308.40,0,False,False
1042,2009-03-01 00:00:00,308.41,0,False,False
1042,2009-06-02 00:00:00,308.40,0,False,False
1042,2009-11-17 00:00:00,308.53,0,False,False
1042,2009-05-03 00:00:00,308.40,0,False,False
1042,2009-10-14 00:00:00,308.36,0,False,False
1042,2009-08-17 00:00:00,308.40,0,False,False
1042,2010-05-23 00:00:00,308.35,0,False,False
1042,2008-06-24 00:00:00,308.42,0,False,False
1042,2008-07-22 00:00:00,308.42,0,False,False
1042,2009-12-14 00:00:00,308.57,0,False,False
1042,2010-03-08 00:00:00,308.88,0,False,False
1042,2009-01-20 00:00:00,309.73,0,False,False
1042,2010-01-12 00:00:00,308.64,0,False,False
1042,2008-12-07 00:00:00,308.40,0,False,False
1042,2010-04-13 00:00:00,309.03,0,False,False
1042,2008-05-26 00:00:00,310.75,0,False,False
