G_ID,day,val,provisional,estimate,warning
1031,2011-02-14 00:00:00,186.60,0,False,False
1031,2017-01-31 00:00:00,186.07,0,False,False
1031,2010-10-18 00:00:00,183.12,0,False,False
1031,2016-05-03 00:00:00,185.93,0,False,False
1031,2009-09-23 00:00:00,183.15,0,False,False
1031,2016-04-06 00:00:00,187.06,0,False,False
1031,2016-09-07 00:00:00,183.17,0,False,False
1031,2014-06-02 00:00:00,185.52,0,False,False
1031,2014-03-04 00:00:00,187.13,0,False,False
1031,2016-11-08 00:00:00,184.39,0,False,False
1031,2009-10-27 00:00:00,183.14,0,False,False
1031,2015-10-05 00:00:00,183.17,0,False,False
1031,2011-09-26 00:00:00,183.11,0,False,False
1031,2014-05-04 00:00:00,186.44,0,False,False
1031,2011-05-24 00:00:00,186.08,0,False,False
1031,2014-07-01 00:00:00,184.30,0,False,False
1031,2013-02-06 00:00:00,186.20,0,False,False
1031,2015-04-07 00:00:00,185.90,0,False,False
1031,2012-07-01 00:00:00,184.57,0,False,False
1031,2009-07-27 00:00:00,183.15,0,False,False
1031,2012-10-02 00:00:00,183.13,0,False,False
1031,2010-01-25 00:00:00,186.77,0,False,False
1031,2009-11-29 00:00:00,185.10,0,False,False
1031,2010-06-16 00:00:00,184.75,0,False,False
1031,2009-02-24 00:00:00,185.43,0,False,False
1031,2009-12-27 00:00:00,185.22,0,False,False
1031,2013-10-01 00:00:00,184.84,0,False,False
1031,2010-02-22 00:00:00,186.05,0,False,False
1031,2011-01-26 00:00:00,187.60,0,False,False
1031,2009-08-23 00:00:00,183.15,0,False,False
1031,2012-04-30 00:00:00,186.44,0,False,False
1031,2015-06-01 00:00:00,183.69,0,False,False
1031,2016-12-04 00:00:00,186.54,0,False,False
1031,2010-08-17 00:00:00,183.12,0,False,False
1031,2017-02-28 00:00:00,187.59,0,False,False
1031,2015-11-02 00:00:00,183.18,0,False,False
1031,2010-05-24 00:00:00,184.73,0,False,False
1031,2008-07-20 00:00:00,183.67,0,False,False
1031,2009-03-25 00:00:00,185.77,0,False,False
1031,2008-11-04 00:00:00,183.18,0,False,False
1031,2010-04-26 00:00:00,185.76,0,False,False
1031,2011-03-29 00:00:00,187.34,0,False,False
1031,2014-12-01 00:00:00,184.66,0,False,False
1031,2013-04-07 00:00:00,186.46,0,False,False
1031,2012-11-14 00:00:00,183.12,0,False,False
1031,2012-09-04 00:00:00,183.10,0,False,False
1031,2014-01-06 00:00:00,183.19,0,False,False
1031,2013-11-04 00:00:00,183.86,0,False,False
1031,2015-08-03 00:00:00,183.20,0,False,False
1031,2011-08-28 00:00:00,183.14,0,False,False
1031,2016-07-05 00:00:00,183.78,0,False,False
1031,2014-08-11 00:00:00,183.18,0,False,False
1031,2012-08-08 00:00:00,183.11,0,False,False
1031,2010-09-21 00:00:00,183.12,0,False,False
1031,2008-10-07 00:00:00,183.18,0,False,False
1031,2015-02-03 00:00:00,186.14,0,False,False
1031,2014-04-01 00:00:00,187.08,0,False,False
1031,2009-01-19 00:00:00,187.20,0,False,False
1031,2014-11-03 00:00:00,183.16,0,False,False
1031,2014-02-10 00:00:00,183.67,0,False,False
1031,2017-01-03 00:00:00,186.39,0,False,False
1031,2015-01-06 00:00:00,186.56,0,False,False
1031,2011-04-25 00:00:00,186.55,0,False,False
1031,2016-02-01 00:00:00,188.90,0,False,False
1031,2014-10-07 00:00:00,183.17,0,False,False
1031,2011-07-18 00:00:00,184.05,0,False,False
1031,2009-05-27 00:00:00,185.45,0,False,False
1031,2015-09-01 00:00:00,183.18,0,False,False
1031,2009-04-29 00:00:00,185.43,0,False,False
1031,2011-10-25 00:00:00,183.12,0,False,False
1031,2013-01-09 00:00:00,187.66,0,False,False
1031,2013-09-08 00:00:00,183.07,0,False,False
1031,2015-12-01 00:00:00,186.39,0,False,False
1031,2012-03-07 00:00:00,186.50,0,False,False
1031,2009-06-28 00:00:00,183.93,0,False,False
1031,2016-10-03 00:00:00,183.18,0,False,False
1031,2016-03-01 00:00:00,188.20,0,False,False
1031,2016-01-06 00:00:00,188.17,0,False,False
1031,2012-04-01 00:00:00,187.60,0,False,False
1031,2013-03-10 00:00:00,185.85,0,False,False
1031,2012-01-03 00:00:00,184.66,0,False,False
1031,2014-09-02 00:00:00,183.16,0,False,False
1031,2016-06-06 00:00:00,184.74,0,False,False
1031,2015-06-30 00:00:00,183.18,0,False,False
1031,2013-12-02 00:00:00,183.96,0,False,False
1031,2010-12-21 00:00:00,183.12,0,False,False
1031,2013-06-11 00:00:00,184.27,0,False,False
1031,2012-02-13 00:00:00,186.47,0,False,False
1031,2010-11-16 00:00:00,184.37,0,False,False
1031,2015-03-02 00:00:00,186.15,0,False,False
1031,2011-11-28 00:00:00,184.30,0,False,False
1031,2012-12-10 00:00:00,186.91,0,False,False
1031,2010-03-23 00:00:00,185.57,0,False,False
1031,2010-07-20 00:00:00,183.55,0,False,False
