G_ID,day,val,provisional,estimate,warning,temp_c
998,2006-06-07 00:00:00,.00,0,False,False,
998,2006-06-08 00:00:00,.00,0,False,False,
998,2006-06-09 00:00:00,.00,0,False,False,
998,2006-06-10 00:00:00,.00,0,False,False,
998,2006-06-11 00:00:00,.00,0,False,False,
998,2006-06-12 00:00:00,.00,0,False,False,
998,2006-06-13 00:00:00,.00,0,False,False,
998,2006-06-14 00:00:00,.00,0,False,False,
998,2006-06-15 00:00:00,.00,0,False,False,
998,2006-06-16 00:00:00,.00,0,False,False,
998,2006-06-17 00:00:00,.00,0,False,False,
998,2006-06-18 00:00:00,.00,0,False,False,
998,2006-06-19 00:00:00,.00,0,False,False,
998,2006-06-20 00:00:00,.00,0,False,False,
998,2006-06-21 00:00:00,.00,0,False,False,
998,2006-06-22 00:00:00,.00,0,False,False,
998,2006-06-23 00:00:00,.00,0,False,False,20.61
998,2006-06-24 00:00:00,.00,0,False,False,18.60
998,2006-06-25 00:00:00,.00,0,False,False,22.02
998,2006-06-26 00:00:00,.00,0,False,False,23.92
998,2006-06-27 00:00:00,.00,0,False,False,18.22
998,2006-06-28 00:00:00,.00,0,False,False,16.07
998,2006-06-29 00:00:00,.00,0,False,False,17.57
998,2006-06-30 00:00:00,.00,0,False,False,19.10
998,2006-07-01 00:00:00,.00,0,False,False,17.73
998,2006-07-02 00:00:00,.00,0,False,False,18.10
998,2006-07-03 00:00:00,.00,0,False,False,15.42
998,2006-07-04 00:00:00,.00,0,False,False,14.12
998,2006-07-05 00:00:00,.00,0,False,False,14.38
998,2006-07-06 00:00:00,.00,0,False,False,15.21
998,2006-07-07 00:00:00,.00,0,False,False,16.94
998,2006-07-08 00:00:00,.00,0,False,False,20.61
998,2006-07-09 00:00:00,.00,0,False,False,20.49
998,2006-07-10 00:00:00,.00,0,False,False,15.40
998,2006-07-11 00:00:00,.00,0,False,False,14.21
998,2006-07-12 00:00:00,.21,0,False,False,15.77
998,2006-07-13 00:00:00,.01,0,False,False,15.87
998,2006-07-14 00:00:00,.00,0,False,False,18.32
998,2006-07-15 00:00:00,.00,0,False,False,17.93
998,2006-07-16 00:00:00,.00,0,False,False,17.27
998,2006-07-17 00:00:00,.00,0,False,False,15.72
998,2006-07-18 00:00:00,.00,0,False,False,16.31
998,2006-07-19 00:00:00,.00,0,False,False,17.95
998,2006-07-20 00:00:00,.00,0,False,False,21.39
