G_ID,day,val,provisional,estimate,warning
1037,2009-06-02 00:00:00,299.68,0,False,False
1037,2011-05-23 00:00:00,300.02,0,False,False
1037,2011-01-17 00:00:00,300.54,0,False,False
1037,2009-11-17 00:00:00,300.35,0,False,False
1037,2010-02-08 00:00:00,299.97,0,False,False
1037,2009-12-14 00:00:00,299.90,0,False,False
1037,2010-10-17 00:00:00,299.16,0,False,False
1037,2008-09-30 00:00:00,299.20,0,False,False
1037,2009-04-05 00:00:00,299.99,0,False,False
1037,2012-04-01 00:00:00,300.76,0,False,False
1037,2011-10-24 00:00:00,299.17,0,False,False
1037,2011-09-27 00:00:00,299.17,0,False,False
1037,2012-05-01 00:00:00,300.29,0,False,False
1037,2010-05-23 00:00:00,299.35,0,False,False
1037,2009-07-14 00:00:00,299.16,0,False,False
1037,2009-09-16 00:00:00,299.14,0,False,False
1037,2010-03-08 00:00:00,299.74,0,False,False
1037,2008-06-24 00:00:00,299.20,0,False,False
1037,2008-12-07 00:00:00,299.20,0,False,False
1037,2008-05-26 00:00:00,299.01,0,False,False
1037,2011-03-27 00:00:00,300.39,0,False,False
1037,2010-12-20 00:00:00,300.08,0,False,False
1037,2010-11-15 00:00:00,299.45,0,False,False
1037,2010-08-16 00:00:00,299.16,0,False,False
1037,2011-11-27 00:00:00,299.41,0,False,False
1037,2008-11-04 00:00:00,299.20,0,False,False
1037,2009-05-03 00:00:00,299.70,0,False,False
1037,2010-06-15 00:00:00,299.58,0,False,False
1037,2009-03-01 00:00:00,299.82,0,False,False
1037,2009-08-17 00:00:00,299.16,0,False,False
1037,2012-03-05 00:00:00,300.35,0,False,False
1037,2011-08-29 00:00:00,299.17,0,False,False
1037,2011-07-19 00:00:00,299.17,0,False,False
1037,2010-09-20 00:00:00,299.16,0,False,False
1037,2010-01-12 00:00:00,300.53,0,False,False
1037,2011-02-13 00:00:00,300.00,0,False,False
1037,2009-10-14 00:00:00,299.14,0,False,False
1037,2008-07-22 00:00:00,299.20,0,False,False
1037,2010-07-19 00:00:00,299.15,0,False,False
1037,2012-02-12 00:00:00,300.23,0,False,False
1037,2009-01-20 00:00:00,300.58,0,False,False
1037,2012-01-02 00:00:00,299.80,0,False,False
1037,2011-04-26 00:00:00,300.17,0,False,False
1037,2010-04-13 00:00:00,300.05,0,False,False
