G_ID,day,val
1000,2014-08-10 00:00:00,173.32
1000,2015-05-31 00:00:00,174.81
1000,2012-02-12 00:00:00,174.58
1000,2015-02-02 00:00:00,174.28
1000,2010-03-08 00:00:00,173.88
1000,2014-03-02 00:00:00,174.65
1000,2015-08-02 00:00:00,171.82
1000,2011-01-17 00:00:00,175.57
1000,2009-01-21 00:00:00,173.60
1000,2010-09-19 00:00:00,171.38
1000,2015-11-01 00:00:00,169.44
1000,2012-09-04 00:00:00,172.95
1000,2010-10-13 00:00:00,170.86
1000,2011-08-22 00:00:00,173.24
1000,2016-09-06 00:00:00,171.74
1000,2010-01-12 00:00:00,171.76
1000,2011-04-19 00:00:00,177.76
1000,2014-11-02 00:00:00,170.89
1000,2015-08-31 00:00:00,170.64
1000,2015-06-29 00:00:00,173.53
1000,2016-11-07 00:00:00,171.01
1000,2012-03-05 00:00:00,175.43
1000,2014-02-03 00:00:00,173.52
1000,2013-01-08 00:00:00,175.54
1000,2012-05-01 00:00:00,177.65
1000,2011-03-27 00:00:00,177.66
1000,2014-09-01 00:00:00,172.49
1000,2010-11-14 00:00:00,171.77
1000,2009-10-19 00:00:00,170.60
1000,2009-04-06 00:00:00,174.28
1000,2010-04-13 00:00:00,174.53
1000,2014-06-30 00:00:00,175.03
1000,2014-04-30 00:00:00,177.17
1000,2017-03-05 00:00:00,177.79
1000,2014-01-05 00:00:00,173.24
1000,2009-07-22 00:00:00,172.78
1000,2009-08-18 00:00:00,171.87
1000,2017-01-31 00:00:00,175.15
1000,2016-02-29 00:00:00,179.21
1000,2017-01-03 00:00:00,174.27
1000,2010-05-18 00:00:00,174.41
1000,2014-03-31 00:00:00,177.39
1000,2010-06-14 00:00:00,174.04
1000,2016-01-05 00:00:00,176.18
1000,2011-10-24 00:00:00,171.15
1000,2010-12-19 00:00:00,173.94
1000,2012-07-01 00:00:00,175.98
1000,2011-09-21 00:00:00,172.11
1000,2016-05-01 00:00:00,178.14
1000,2016-06-05 00:00:00,175.59
1000,2012-04-01 00:00:00,176.90
1000,2012-01-02 00:00:00,172.62
1000,2011-07-12 00:00:00,174.89
1000,2013-09-03 00:00:00,172.06
1000,2013-12-02 00:00:00,173.18
1000,2013-03-05 00:00:00,176.09
1000,2010-08-15 00:00:00,172.59
1000,2012-11-13 00:00:00,172.07
1000,2010-07-18 00:00:00,173.64
1000,2016-01-31 00:00:00,177.75
1000,2009-11-17 00:00:00,170.58
1000,2015-04-05 00:00:00,176.08
1000,2015-10-04 00:00:00,169.82
1000,2012-12-09 00:00:00,173.32
1000,2012-08-05 00:00:00,174.00
1000,2014-06-01 00:00:00,176.73
1000,2015-01-05 00:00:00,173.14
1000,2013-04-03 00:00:00,176.39
1000,2014-10-06 00:00:00,171.42
1000,2016-04-05 00:00:00,179.73
1000,2011-11-27 00:00:00,171.39
1000,2009-09-20 00:00:00,171.28
1000,2011-05-23 00:00:00,176.83
1000,2016-11-30 00:00:00,171.85
1000,2015-11-30 00:00:00,171.54
1000,2012-10-01 00:00:00,172.08
1000,2010-02-08 00:00:00,173.39
1000,2016-07-04 00:00:00,174.17
1000,2015-03-01 00:00:00,175.50
1000,2013-09-30 00:00:00,171.59
1000,2008-12-09 00:00:00,170.62
1000,2013-06-09 00:00:00,175.05
1000,2009-12-14 00:00:00,171.60
1000,2009-02-25 00:00:00,173.98
1000,2009-05-04 00:00:00,174.50
1000,2016-10-02 00:00:00,170.87
1000,2013-11-03 00:00:00,172.84
1000,2009-06-07 00:00:00,174.62
1000,2014-11-30 00:00:00,171.54
1000,2013-02-05 00:00:00,176.21
1000,2011-02-14 00:00:00,176.81
