G_ID,day,val
1016,2016-11-11 00:00:00,185.95
1016,2017-02-27 00:00:00,189.06
1016,2016-12-25 00:00:00,188.20
1016,2017-01-03 00:00:00,187.88
1016,2016-12-12 00:00:00,188.12
1016,2016-10-22 00:00:00,184.00
1016,2016-12-14 00:00:00,188.23
1016,2017-01-26 00:00:00,187.68
1016,2017-02-20 00:00:00,189.37
1016,2016-11-05 00:00:00,185.47
1016,2016-11-30 00:00:00,187.95
1016,2017-01-20 00:00:00,187.79
1016,2017-02-16 00:00:00,189.33
1016,2016-12-16 00:00:00,188.10
1016,2017-01-04 00:00:00,187.84
1016,2016-10-18 00:00:00,183.23
1016,2017-01-28 00:00:00,187.57
1016,2016-11-06 00:00:00,185.61
1016,2016-10-14 00:00:00,182.42
1016,2017-01-09 00:00:00,187.57
1016,2017-01-11 00:00:00,187.47
1016,2016-10-28 00:00:00,184.61
1016,2017-01-21 00:00:00,187.84
1016,2016-10-12 00:00:00,181.92
1016,2017-02-28 00:00:00,188.99
1016,2016-12-04 00:00:00,187.90
1016,2016-12-22 00:00:00,188.07
1016,2016-10-09 00:00:00,181.98
1016,2017-01-30 00:00:00,187.47
1016,2016-12-17 00:00:00,188.01
1016,2016-10-24 00:00:00,184.26
1016,2016-11-13 00:00:00,185.95
1016,2016-10-15 00:00:00,182.72
1016,2016-12-20 00:00:00,188.00
1016,2017-02-26 00:00:00,189.11
1016,2017-02-03 00:00:00,187.30
1016,2016-12-15 00:00:00,188.20
1016,2016-10-16 00:00:00,182.91
1016,2016-10-11 00:00:00,181.94
1016,2017-02-17 00:00:00,189.42
1016,2016-12-30 00:00:00,188.08
1016,2016-11-15 00:00:00,186.26
1016,2017-01-25 00:00:00,187.74
1016,2016-11-17 00:00:00,186.58
1016,2016-11-18 00:00:00,186.65
1016,2016-10-25 00:00:00,184.33
1016,2016-10-06 00:00:00,181.84
1016,2017-01-15 00:00:00,187.28
1016,2017-02-13 00:00:00,189.12
1016,2017-01-12 00:00:00,187.42
1016,2016-12-06 00:00:00,187.87
1016,2017-02-21 00:00:00,189.35
1016,2016-11-07 00:00:00,185.77
1016,2017-01-08 00:00:00,187.62
1016,2016-11-22 00:00:00,186.59
1016,2016-12-09 00:00:00,187.75
1016,2016-11-21 00:00:00,186.60
1016,2016-10-08 00:00:00,181.93
1016,2017-02-25 00:00:00,189.15
1016,2017-01-05 00:00:00,187.79
1016,2017-02-23 00:00:00,189.27
1016,2017-01-24 00:00:00,187.79
1016,2016-10-05 00:00:00,181.85
1016,2016-11-08 00:00:00,185.84
1016,2017-01-19 00:00:00,187.65
1016,2016-11-26 00:00:00,187.45
1016,2017-01-22 00:00:00,187.86
1016,2016-10-21 00:00:00,183.81
1016,2017-02-04 00:00:00,187.31
1016,2017-02-10 00:00:00,188.99
1016,2016-12-27 00:00:00,188.18
1016,2017-01-06 00:00:00,187.72
1016,2017-01-27 00:00:00,187.63
1016,2017-02-22 00:00:00,189.33
1016,2016-12-01 00:00:00,187.91
1016,2017-01-02 00:00:00,187.94
1016,2016-12-03 00:00:00,187.86
1016,2016-10-07 00:00:00,181.90
1016,2016-11-01 00:00:00,184.94
1016,2017-01-07 00:00:00,187.66
1016,2016-12-31 00:00:00,188.05
1016,2016-12-10 00:00:00,187.81
1016,2016-10-31 00:00:00,184.84
1016,2017-02-15 00:00:00,189.17
1016,2016-10-04 00:00:00,181.87
1016,2017-01-16 00:00:00,187.24
1016,2016-10-19 00:00:00,183.35
1016,2016-11-25 00:00:00,187.17
1016,2016-12-21 00:00:00,188.04
1016,2017-02-01 00:00:00,187.39
1016,2016-12-13 00:00:00,188.22
1016,2016-12-24 00:00:00,188.19
1016,2017-02-08 00:00:00,187.72
1016,2016-12-07 00:00:00,187.83
1016,2016-11-03 00:00:00,185.19
1016,2017-01-10 00:00:00,187.55
1016,2016-10-26 00:00:00,184.45
1016,2016-11-02 00:00:00,185.06
1016,2016-11-16 00:00:00,186.45
1016,2016-11-04 00:00:00,185.31
1016,2016-12-05 00:00:00,187.90
1016,2016-11-28 00:00:00,187.86
1016,2016-12-19 00:00:00,187.94
1016,2017-02-14 00:00:00,189.08
1016,2016-12-08 00:00:00,187.80
1016,2016-11-23 00:00:00,186.63
1016,2016-12-23 00:00:00,188.14
1016,2016-10-29 00:00:00,184.66
1016,2017-01-13 00:00:00,187.37
1016,2016-10-17 00:00:00,183.07
1016,2016-11-10 00:00:00,185.93
1016,2017-01-14 00:00:00,187.32
1016,2017-02-09 00:00:00,188.44
1016,2016-10-27 00:00:00,184.54
1016,2016-10-30 00:00:00,184.72
1016,2016-11-19 00:00:00,186.67
1016,2017-01-18 00:00:00,187.50
1016,2016-10-10 00:00:00,181.97
1016,2016-11-27 00:00:00,187.68
1016,2016-12-29 00:00:00,188.12
1016,2017-01-01 00:00:00,188.02
1016,2016-10-23 00:00:00,184.15
1016,2016-12-02 00:00:00,187.89
1016,2017-02-19 00:00:00,189.38
1016,2016-12-18 00:00:00,187.93
1016,2016-11-24 00:00:00,186.88
1016,2016-11-12 00:00:00,185.93
1016,2017-02-02 00:00:00,187.34
1016,2017-01-23 00:00:00,187.83
1016,2017-02-11 00:00:00,189.13
1016,2017-02-12 00:00:00,189.16
1016,2017-01-31 00:00:00,187.41
1016,2017-02-24 00:00:00,189.22
1016,2016-11-20 00:00:00,186.64
1016,2016-10-03 00:00:00,181.87
1016,2016-12-28 00:00:00,188.14
1016,2016-11-14 00:00:00,186.03
1016,2016-10-13 00:00:00,182.10
1016,2016-11-09 00:00:00,185.90
1016,2016-12-26 00:00:00,188.19
1016,2016-11-29 00:00:00,187.93
1016,2017-01-29 00:00:00,187.52
1016,2016-10-20 00:00:00,183.61
1016,2017-02-07 00:00:00,187.57
