G_ID,day,val,provisional,estimate,warning,temp_c
1030,2008-07-20 00:00:00,178.95,0,False,False,
1030,2008-10-07 00:00:00,178.95,0,False,False,
1030,2008-11-04 00:00:00,178.95,0,False,False,
1030,2009-01-19 00:00:00,179.65,0,False,False,
1030,2009-02-24 00:00:00,178.94,0,False,False,
1030,2009-03-25 00:00:00,178.94,0,False,False,
1030,2009-04-29 00:00:00,178.93,0,False,False,
1030,2009-05-27 00:00:00,178.91,0,False,False,
1030,2009-06-28 00:00:00,178.91,0,False,False,
1030,2009-07-27 00:00:00,178.90,0,False,False,
1030,2009-08-23 00:00:00,178.90,0,False,False,
1030,2009-09-23 00:00:00,178.89,0,False,False,
1030,2009-10-27 00:00:00,178.90,0,False,False,
1030,2009-11-29 00:00:00,178.90,0,False,False,
1030,2009-12-27 00:00:00,178.87,0,False,False,
1030,2010-01-25 00:00:00,178.93,0,False,False,
1030,2010-02-22 00:00:00,178.89,0,False,False,
1030,2010-03-23 00:00:00,178.90,0,False,False,
1030,2010-04-26 00:00:00,178.89,0,False,False,
1030,2010-05-24 00:00:00,178.89,0,False,False,
1030,2010-06-16 00:00:00,178.89,0,False,False,
1030,2010-07-20 00:00:00,178.89,0,False,False,
1030,2010-08-17 00:00:00,178.89,0,False,False,
1030,2010-09-21 00:00:00,178.89,0,False,False,
1030,2010-10-18 00:00:00,178.89,0,False,False,
1030,2010-11-16 00:00:00,178.88,0,False,False,
1030,2010-12-21 00:00:00,179.54,0,False,False,
1030,2011-01-26 00:00:00,179.60,0,False,False,
1030,2011-02-14 00:00:00,178.90,0,False,False,
1030,2011-03-29 00:00:00,179.29,0,False,False,
1030,2011-04-25 00:00:00,178.89,0,False,False,
1030,2011-05-24 00:00:00,178.89,0,False,False,
1030,2011-07-18 00:00:00,178.90,0,False,False,
1030,2011-08-28 00:00:00,178.90,0,False,False,
1030,2011-09-26 00:00:00,178.86,0,False,False,
1030,2011-10-25 00:00:00,178.89,0,False,False,
1030,2011-11-28 00:00:00,178.89,0,False,False,
1030,2012-01-03 00:00:00,178.89,0,False,False,
1030,2012-02-13 00:00:00,178.89,0,False,False,
1030,2012-03-05 00:00:00,178.89,0,False,False,
1030,2012-04-01 00:00:00,179.82,0,False,False,
1030,2012-04-30 00:00:00,178.86,0,False,False,
1030,2012-07-01 00:00:00,178.96,0,False,False,
1030,2012-08-08 00:00:00,178.87,0,False,False,
1030,2012-09-04 00:00:00,178.88,0,False,False,
1030,2012-10-02 00:00:00,178.88,0,False,False,
1030,2012-11-14 00:00:00,178.88,0,False,False,
1030,2012-12-10 00:00:00,179.31,0,False,False,
1030,2013-01-09 00:00:00,179.33,0,False,False,
1030,2013-02-06 00:00:00,178.88,0,False,False,
1030,2013-03-10 00:00:00,178.88,0,False,False,
1030,2013-04-07 00:00:00,178.88,0,False,False,
1030,2013-06-11 00:00:00,178.88,0,False,False,
1030,2013-09-08 00:00:00,178.88,0,False,False,
1030,2013-10-01 00:00:00,178.88,0,False,False,
1030,2013-11-04 00:00:00,178.88,0,False,False,
1030,2013-12-02 00:00:00,178.97,0,False,False,
1030,2014-01-06 00:00:00,178.97,0,False,False,
1030,2014-02-10 00:00:00,178.96,0,False,False,
1030,2014-03-04 00:00:00,179.32,0,False,False,
1030,2014-04-01 00:00:00,179.08,0,False,False,
1030,2014-05-04 00:00:00,178.97,0,False,False,
1030,2014-06-02 00:00:00,178.97,0,False,False,
1030,2014-07-01 00:00:00,178.96,0,False,False,
1030,2014-08-11 00:00:00,178.97,0,False,False,
1030,2014-09-02 00:00:00,178.96,0,False,False,
1030,2014-10-07 00:00:00,178.96,0,False,False,
1030,2014-11-03 00:00:00,178.96,0,False,False,
1030,2014-12-01 00:00:00,178.96,0,False,False,
1030,2015-01-06 00:00:00,178.96,0,False,False,
1030,2015-02-03 00:00:00,178.95,0,False,False,
1030,2015-03-02 00:00:00,178.94,0,False,False,
1030,2015-04-07 00:00:00,178.96,0,False,False,
1030,2015-06-01 00:00:00,178.90,0,False,False,
1030,2015-06-30 00:00:00,178.96,0,False,False,
1030,2015-08-03 00:00:00,178.97,0,False,False,
1030,2015-09-01 00:00:00,178.97,0,False,False,
1030,2015-10-05 00:00:00,178.97,0,False,False,
1030,2015-11-02 00:00:00,178.97,0,False,False,
1030,2015-12-01 00:00:00,178.97,0,False,False,
1030,2016-01-06 00:00:00,179.89,0,False,False,
1030,2016-02-01 00:00:00,180.76,0,False,False,
1030,2016-03-01 00:00:00,180.09,0,False,False,
1030,2016-04-06 00:00:00,178.99,0,False,False,
1030,2016-05-03 00:00:00,178.96,0,False,False,
1030,2016-06-06 00:00:00,178.95,0,False,False,
1030,2016-07-05 00:00:00,178.96,0,False,False,
1030,2016-09-07 00:00:00,178.97,0,False,False,
1030,2016-10-03 00:00:00,178.97,0,False,False,
1030,2016-11-08 00:00:00,178.94,0,False,False,
1030,2016-12-04 00:00:00,178.96,0,False,False,
1030,2017-01-04 00:00:00,178.96,0,False,False,
1030,2017-01-31 00:00:00,178.94,0,False,False,
1030,2017-02-28 00:00:00,179.47,0,False,False,
